run_id,Category,id,place,speedrun_link,submitted_date,primary_time_seconds,real_time_seconds,player_id,player_name,player_country,platform,verified
54,0 Star,7z08d4m5,53,https://www.speedrun.com/sm64/run/7z08d4m5,,441,441,18qnw78n,Mese,Japan,N64,Yes
55,0 Star,zx3l22qz,53,https://www.speedrun.com/sm64/run/zx3l22qz,2023-06-20T14:18:11Z,441,441,v816eo5x,Soda,,N64,Yes
56,0 Star,wzp7ll8z,56,https://www.speedrun.com/sm64/run/wzp7ll8z,2017-03-13T21:24:34Z,443,443,,,,N64,Yes
58,0 Star,yvo5ro8z,56,https://www.speedrun.com/sm64/run/yvo5ro8z,2021-11-03T12:51:19Z,443,443,86vq7g3j,nono_6328,Japan,N64,No
59,0 Star,yvp064ey,56,https://www.speedrun.com/sm64/run/yvp064ey,2023-07-01T00:48:12Z,443,443,j5wo65gj,Blahaj64,Canada,N64,Yes
60,0 Star,0y6gv1m7,60,https://www.speedrun.com/sm64/run/0y6gv1m7,,445,445,,,,N64,Yes
61,0 Star,yllnx9xy,60,https://www.speedrun.com/sm64/run/yllnx9xy,2023-12-03T05:01:55Z,445,445,xylw0wmj,Linkarf,Québec,N64,Yes
63,0 Star,znp54l3m,63,https://www.speedrun.com/sm64/run/znp54l3m,2022-07-09T21:27:32Z,447,447,7j4epgvx,Mcnessyj,New Zealand,N64,Yes
64,0 Star,y9lg7pky,64,https://www.speedrun.com/sm64/run/y9lg7pky,2022-03-10T21:53:19Z,448,448,zxzzzrxq,Moose,United States,N64,Yes
68,0 Star,y8008d5m,68,https://www.speedrun.com/sm64/run/y8008d5m,2023-02-11T22:20:36Z,452,452,j425r0wx,enzn,Canada,N64,Yes
69,0 Star,mel3ol0z,68,https://www.speedrun.com/sm64/run/mel3ol0z,2023-06-26T01:09:18Z,452,452,x7qqopy8,Kudo,France,N64,Yes
70,0 Star,zx7qxjey,70,https://www.speedrun.com/sm64/run/zx7qxjey,2022-06-24T17:56:25Z,453,453,qxkm6mj0,Kyman,Canada,N64,Yes
71,0 Star,z1k3ongy,70,https://www.speedrun.com/sm64/run/z1k3ongy,2023-09-13T02:59:02Z,453,453,qjomp63x,Frisson4,Québec,N64,Yes
72,0 Star,mk841ovm,72,https://www.speedrun.com/sm64/run/mk841ovm,2020-09-16T05:59:20Z,454,454,qjoq7yl8,KevinKrunch,United States,N64,Yes
73,0 Star,y69ngnjy,73,https://www.speedrun.com/sm64/run/y69ngnjy,2021-09-08T01:52:19Z,455,455,98re9d6x,Psyduck64,United States,N64,Yes
74,0 Star,zgelp3ny,73,https://www.speedrun.com/sm64/run/zgelp3ny,2023-07-21T19:16:06Z,455,455,j4rg3z58,CheesyLeech,United States,N64,No
75,0 Star,zpgpodrz,75,https://www.speedrun.com/sm64/run/zpgpodrz,2023-02-25T06:05:29Z,456,456,j4232gmx,VonJim,Québec,N64,Yes
76,0 Star,z0j73pey,76,https://www.speedrun.com/sm64/run/z0j73pey,2023-06-14T12:52:22Z,457,457,8vkn1mnj,madware,Chile,N64,Yes
77,0 Star,y4o6nknz,76,https://www.speedrun.com/sm64/run/y4o6nknz,2023-07-23T12:33:39Z,457,457,zxz1vorj,Karyno,France,N64,Yes
